สถานะการเข้างาน,หมายเลขงาน,รหัสร้าน,ชื่อร้าน,โซน,ทีม,สัญญา,ผู้รับผิดชอบงาน,แผนเข้างาน,เวลาเริ่มงาน,เวลาปิดงาน,ข้อเสนอแนะ,ข้อเสนอแนะเพิ่มเติม
"ตรงแผน","520004022031","B13062","สาขา ชุมชนสะกัดน้ำมัน","RN","RN5","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-08 09:43:29","2024-06-08 10:25:53","ระบุปัญหาที่พบ (ถ้ามี)","ปกติ"
"ตรงแผน","520004022202","B13430","สาขา เรือนภิษา (ชัยพรวิถี)","REL","REL1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-11 17:12:50","2024-06-11 18:03:21","ระบุปัญหาที่พบ (ถ้ามี)",""
"ตรงแผน","520004022304","B13587","สาขา บ้านต้นตาล (สุวินทวงศ์)","REU","REU5SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-08 17:56:34","2024-06-08 19:23:18","ระบุปัญหาที่พบ (ถ้ามี)",""
"ตรงแผน","520004022320","B13626","สาขา จงศิริคลองอาเสี่ย","BS","BS9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-11 09:38:20","2024-06-11 11:03:04","ระบุปัญหาที่พบ (ถ้ามี)",""
"ตรงแผน","520004022343","B13691","สาขา ชุมชนหัวฝาย","RN","RN2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-08 10:31:47","2024-06-08 11:07:30","ระบุปัญหาที่พบ (ถ้ามี)",""
"ตรงแผน","520004022358","B13717","สาขา แยกกระจับ","RSU","RSU6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-07 15:36:08","2024-06-07 17:02:25","ระบุปัญหาที่พบ (ถ้ามี)","ไม่มี"
"ตรงแผน","520004022439","B13845","สาขา เจริญสินธานี ห้วยปราบ","REU","REU1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-08 12:41:37","2024-06-08 13:34:36","ระบุปัญหาที่พบ (ถ้ามี)","ไม่มี"
"ตรงแผน","520004022490","B13937","สาขา สนง.บางขุนเทียน","BW","BW6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-10 21:53:19","2024-06-10 22:24:37","ระบุปัญหาที่พบ (ถ้ามี)","ไม่มี"
"ตรงแผน","520004022534","B14014","สาขา ตลาดใหม่สำโรง จุด 4","BS","BS6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-11 00:02:59","2024-06-11 01:07:06","ระบุปัญหาที่พบ (ถ้ามี)","ปกติ"
"ตรงแผน","520004022672","B14259","สาขา PTTOR ลอง","RN","RN4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-10 12:50:51","2024-06-10 15:01:24","ระบุปัญหาที่พบ (ถ้ามี)","-"
"ตรงแผน","520004022746","B14397","สาขา ตลาดบ้านอ่าง (จันทบุรี)","REL","REL6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-08 14:11:36","2024-06-08 15:07:00","ระบุปัญหาที่พบ (ถ้ามี)",""
"ตรงแผน","520004022763","B14429","สาขา ค่ายรัตนพล (คลองหอยโข่ง)","RSL","RSL6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-11 14:51:37","2024-06-11 15:22:30","ระบุปัญหาที่พบ (ถ้ามี)",""
"ตรงแผน","520004022832","B14538","สาขา ซอยตึกคอม(พัทยาใต้)","REL","REL2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-10 15:32:00","2024-06-10 16:33:37","ระบุปัญหาที่พบ (ถ้ามี)","-"
"ตรงแผน","520004022848","B14568","สาขา PTTOR เสม็ด-อ่างศิลา","REU","REU3","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-07 10:09:39","2024-06-07 10:39:32","ระบุปัญหาที่พบ (ถ้ามี)","ไม่มี"
"ตรงแผน","520004022919","B14707","สาขา บ้านเขากลม","RSL","RSL2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-08 14:43:31","2024-06-08 16:04:48","ระบุปัญหาที่พบ (ถ้ามี)",""
"ตรงแผน","520004022957","B14772","สาขา ตลาดเอซี ลำลูกกาคลอง 4","BE","BE8","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-11 22:56:31","2024-06-11 23:57:49","ระบุปัญหาที่พบ (ถ้ามี)",""
"ตรงแผน","520004023055","B15016","สาขา สุขุมวิท 11 (ปากซอย)","BW","BW2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-09 03:29:35","2024-06-09 04:35:11","ระบุปัญหาที่พบ (ถ้ามี)",""
"ตรงแผน","520004023142","B15194","สาขา ซอยปานเถื่อน ถนนไทรามัญ","BE","BE9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-10 12:22:38","2024-06-10 14:17:36","ระบุปัญหาที่พบ (ถ้ามี)",""
"ตรงแผน","520004023233","B15380","สาขา ตลาดเทียนดัด","BW","BW9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-08 01:48:00","2024-06-08 02:05:48","ระบุปัญหาที่พบ (ถ้ามี)",""
"ตรงแผน","520004023250","B15402","สาขา ห้วยส้านพลับพลา","RN","RN2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-08 13:47:22","2024-06-08 14:31:04","ระบุปัญหาที่พบ (ถ้ามี)",""
"ตรงแผน","520004023384","B15639","สาขา PTTOR บ้านสะพานสี่-บ้านปลวกแดง","REL","REL4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-08 04:07:34","2024-06-08 04:23:45","ระบุปัญหาที่พบ (ถ้ามี)",""
"ตรงแผน","520004023385","B15640","สาขา ม.วิลล่าโนวา(บางพลี-ตำหรุ)","BS","BS9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-11 15:36:48","2024-06-11 16:26:22","ระบุปัญหาที่พบ (ถ้ามี)",""
"ตรงแผน","520004023428","B15697","สาขา กม.5 พุนพิน (สุราษฏร์ธานี)","RSU","RSU1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-08 11:24:48","2024-06-08 11:56:47","ระบุปัญหาที่พบ (ถ้ามี)",""
"ตรงแผน","520004023445","B15749","สาขา โรงพยาบาลลำปาง","RN","RN3","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-09 10:32:39","2024-06-09 11:42:28","ระบุปัญหาที่พบ (ถ้ามี)",""
"ตรงแผน","520004023480","B15910","สาขา หมู่บ้านพฤกษา 19 (ซอยลาดปลาดุก)","BG","BG5SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-08 21:11:10","2024-06-08 21:36:56","ระบุปัญหาที่พบ (ถ้ามี)","ปกติ"
"ตรงแผน","520004023499","B15959","สาขา มอ.คณะพยาบาลศาสตร์","RSL","RSL6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-08 10:16:12","2024-06-08 12:21:46","ระบุปัญหาที่พบ (ถ้ามี)",""
"ตรงแผน","520004023535","B16122","สาขา เขาทอง","RSL","RSL2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-08 11:59:09","2024-06-08 14:22:53","ระบุปัญหาที่พบ (ถ้ามี)",""
"ตรงแผน","520004023538","B16125","สาขา ศาลายา 1/2","BG","BG4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-09 11:04:22","2024-06-09 11:18:53","ระบุปัญหาที่พบ (ถ้ามี)",""
"ตรงแผน","520004023554","B16158","สาขา แม่น้ำคู้ ซ.3 (ปลวกแดง)","REL","REL4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-08 02:29:49","2024-06-08 03:12:07","ระบุปัญหาที่พบ (ถ้ามี)",""
"ตรงแผน","520004023570","B16202","สาขา PTTOR ACTIVE PARK (เมืองทองธานี)","BN","BN4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-10 20:51:31","2024-06-10 23:33:31","ระบุปัญหาที่พบ (ถ้ามี)",""
"ตรงแผน","520004023572","B16224","สาขา ท่าเกษม-ทับใหม่","REU","REU6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-10 11:08:56","2024-06-10 13:52:32","ระบุปัญหาที่พบ (ถ้ามี)",""
"ตรงแผน","520004023577","B16307","SE บ้านขาม(อู่ทอง)","RC","RC4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-11 13:11:11","2024-06-11 14:37:16","ระบุปัญหาที่พบ (ถ้ามี)",""
"ตรงแผน","520004023578","B16311","สาขา ร้านค้าสวัสดิการโรงพยาบาลสระบุรีปาร","RC","RC8SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-10 23:42:20","2024-06-11 00:55:44","ระบุปัญหาที่พบ (ถ้ามี)",""
"ตรงแผน","520004023614","B16399","SE ตลาดนัดแม่น้ำคู้ ซอย 3 (ปลวกแดง)","REL","REL4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-08 01:08:50","2024-06-08 02:03:12","ระบุปัญหาที่พบ (ถ้ามี)",""
"ตรงแผน","520004023632","B16541","SE บางเพ็ง-คลองตรง ถนน 1028","BN","BN8SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-09 21:08:25","2024-06-09 21:29:46","ระบุปัญหาที่พบ (ถ้ามี)","_"
"ตรงแผน","520004026773","B16792","SE พระราม2 ซอย 54 (BW)","BW","BW6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-10 23:27:05","2024-06-11 00:36:16","ระบุปัญหาที่พบ (ถ้ามี)","ไม่มี"
"ตรงแผน","520004023959","B16797","สาขา พระราม 6 ซอย 5","BW","BW1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-08 01:10:15","2024-06-08 01:20:59","ระบุปัญหาที่พบ (ถ้ามี)",""
"ตรงแผน","520004027073","B16863","พัฒนาการ 32 กลางซอย","BS","BS4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-10 11:51:57","2024-06-10 12:05:52","ระบุปัญหาที่พบ (ถ้ามี)",""
"ตรงแผน","520004026803","B17017","ประโคนชัย-นางรอง","NEL","NEL4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-08 10:28:27","2024-06-08 14:26:27","ระบุปัญหาที่พบ (ถ้ามี)",""
"ตรงแผน","520004026849","B17082","ธานีนคร","RN","RN6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-08 13:39:52","2024-06-08 14:14:44","ระบุปัญหาที่พบ (ถ้ามี)","ปกติ"
"ตรงแผน","520004026793","B17097","จรัสเมือง","BW","BW1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-06 22:02:56","2024-06-06 23:15:53","ระบุปัญหาที่พบ (ถ้ามี)",""
"ตรงแผน","520004029812","B17596","ทับผึ้ง","RN","RN6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-08 18:50:26","2024-06-08 19:39:27","ระบุปัญหาที่พบ (ถ้ามี)",""
"ตรงแผน","520004031064","B17816","ประเสริฐมนูกิจ 29 (Premio prime)","BE","BE2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-07 22:11:34","2024-06-07 23:18:10","ระบุปัญหาที่พบ (ถ้ามี)",""
"ตรงแผน","520004031139","B17933","ชุมชนท่าสองยาง","RN","RN6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-08 11:03:16","2024-06-08 12:04:19","ระบุปัญหาที่พบ (ถ้ามี)",""
"ตรงแผน","520004031127","B17978","ทีซี ทาวน์ อมตะซิตี้ระยอง (ชลบุรี)","REU","REU1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-09 12:36:58","2024-06-09 14:05:33","ระบุปัญหาที่พบ (ถ้ามี)","ไม่มี"
"ตรงแผน","520004033277","B18205","วังเจ้าเชียงทอง (RN)","RN","RN6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-08 15:26:45","2024-06-08 16:20:52","ระบุปัญหาที่พบ (ถ้ามี)","ไม่มี"
"ตรงแผน","520004035628","B18503","บ้านอ่าวปอ (SS)","RSL","RSL1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-08 13:29:32","2024-06-08 14:07:23","ระบุปัญหาที่พบ (ถ้ามี)",""
"ตรงแผน","520004035600","B18524","บ้านทุ่งพระท่าเกษม  (สระแก้ว) (RE)","REU","REU6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-10 18:06:13","2024-06-10 19:50:12","ระบุปัญหาที่พบ (ถ้ามี)",""
"ตรงแผน","520004035597","B18604","PTTOR องครักษ์-บางน้ำเปรี้ยว(นครนายก) (R","REU","REU5SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-11 01:51:29","2024-06-11 03:26:25","ระบุปัญหาที่พบ (ถ้ามี)",""
"ตรงแผน","520004036995","B18789","นราวดีอลิแกนซ์(บางปะอิน) (RC)","RC","RC7SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-09 11:37:21","2024-06-09 13:11:33","ระบุปัญหาที่พบ (ถ้ามี)",""
"ตรงแผน","520004038572","B19000","รักศักดิ์ชมูล ซ.11(จันทบุรี) (RE)","REL","REL6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-08 12:42:51","2024-06-08 13:25:37","ระบุปัญหาที่พบ (ถ้ามี)",""
"ตรงแผน","520004038591","B19035","ศุลกานุกูล ซอย 9 (SS)","RSL","RSL9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-05 10:23:18","2024-06-05 11:33:14","ระบุปัญหาที่พบ (ถ้ามี)",""
"ตรงแผน","520004038571","B19063","บ้านหินเพลิง ซ.1 (บางพระ) (RE)","REU","REU2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-08 11:51:51","2024-06-08 13:16:52","ระบุปัญหาที่พบ (ถ้ามี)",""
"ตรงแผน","520004038587","B19158","PTTOR อำเภอแว้ง (SS)","RSL","RSL12SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-08 17:42:18","2024-06-08 21:28:04","ระบุปัญหาที่พบ (ถ้ามี)",""
"ตรงแผน","520004044581","B19318","ภณาสิริ (ประเสริฐมนูญกิจ 29) (BE)","BE","BE2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-07 23:48:11","2024-06-08 00:55:00","ระบุปัญหาที่พบ (ถ้ามี)",""
"ตรงแผน","520004064997","B17107","ไลฟ์ซิตี้ปาร์ค (อมตะระยอง)","REU","REU1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-06-08","2024-06-08 15:05:38","2024-06-08 15:38:35","ระบุปัญหาที่พบ (ถ้ามี)","ไม่มี"
